	ts_code	ann_date	end_date	holder_name	hold_amount
12	300223.SZ	20210330	20201231	刘强	10118886.0
13	300223.SZ	20210330	20201231	中国工商银行股份有限公司-诺安成长混合型证券投资基金	7641857.0
14	300223.SZ	20210330	20201231	招商银行股份有限公司-银河创新成长混合型证券投资基金	6304738.0
15	300223.SZ	20210330	20201231	交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)	6000048.0
16	300223.SZ	20210330	20201231	交通银行股份有限公司-诺安和鑫保本混合型证券投资基金	3654459.0
17	300223.SZ	20210330	20201231	李杰	3554882.0
18	300223.SZ	20210330	20201231	中央汇金资产管理有限责任公司	3461080.0
19	300223.SZ	20210330	20201231	中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金	3175916.0
20	300223.SZ	20210330	20201231	陈颖翱	3161994.0
21	300223.SZ	20210330	20201231	国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金	2899772.0
22	300223.SZ	20201028	20200930	刘强	10118886.0
23	300223.SZ	20201028	20200930	交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)	8188868.0
24	300223.SZ	20201028	20200930	中国工商银行股份有限公司-诺安成长混合型证券投资基金	5065370.0
25	300223.SZ	20201028	20200930	中国工商银行股份有限公司-万家自主创新混合型证券投资基金	3633392.0
26	300223.SZ	20201028	20200930	李杰	3554882.0
27	300223.SZ	20201028	20200930	中央汇金资产管理有限责任公司	3461080.0
28	300223.SZ	20201028	20200930	上海双创金磬企业管理合伙企业(有限合伙)	2990135.0
29	300223.SZ	20201028	20200930	中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金	2776487.0
30	300223.SZ	20201028	20200930	冼永辉	2727165.0
31	300223.SZ	20201028	20200930	张紧	2723571.0
33	300223.SZ	20200827	20200630	刘强	10118886.0
34	300223.SZ	20200827	20200630	交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)	5000050.0
35	300223.SZ	20200827	20200630	中国工商银行股份有限公司-诺安成长混合型证券投资基金	4895070.0
36	300223.SZ	20200827	20200630	李杰	3554882.0
37	300223.SZ	20200827	20200630	中央汇金资产管理有限责任公司	3461080.0
38	300223.SZ	20200827	20200630	上海双创金磬企业管理合伙企业(有限合伙)	3057335.0
39	300223.SZ	20200827	20200630	冼永辉	2727165.0
40	300223.SZ	20200827	20200630	张紧	2723571.0
0	300232.SZ	20210428	20210331	林洺锋	82626255.0
1	300232.SZ	20210428	20210331	中投证券(香港)金融控股有限公司-客户资金	37566780.0
2	300232.SZ	20210428	20210331	新余勤睿投资有限公司	37452442.0
3	300232.SZ	20210428	20210331	梁盛谊	31309891.0
4	300232.SZ	20210428	20210331	全国社保基金一零三组合	15999904.0
5	300232.SZ	20210428	20210331	香港中央结算有限公司(陆股通)	15590698.0
6	300232.SZ	20210428	20210331	上海宁泉资产管理有限公司-宁泉致远39号私募证券投资基金	13819843.0
7	300232.SZ	20210428	20210331	钱玉军	12459890.0
8	300232.SZ	20210428	20210331	段秀峰	12407841.0
9	300232.SZ	20210428	20210331	陆初东	10545333.0
10	300232.SZ	20210428	20201231	林洺锋	68074929.0
11	300232.SZ	20210428	20201231	中投证券(香港)金融控股有限公司-客户资金	37566780.0
12	300232.SZ	20210428	20201231	新余勤睿投资有限公司	37452442.0
13	300232.SZ	20210428	20201231	梁盛谊	29143909.0
14	300232.SZ	20210428	20201231	刘长羽	19440017.0
15	300232.SZ	20210428	20201231	段秀峰	16847603.0
16	300232.SZ	20210428	20201231	全国社保基金一零三组合	15999904.0
17	300232.SZ	20210428	20201231	香港中央结算有限公司(陆股通)	14297796.0
18	300232.SZ	20210428	20201231	钱玉军	12319890.0
19	300232.SZ	20210428	20201231	中信证券股份有限公司-社保基金17051组合	11491736.0
20	300232.SZ	20201027	20200930	林洺锋	68074929.0
21	300232.SZ	20201027	20200930	中投证券(香港)金融控股有限公司-客户资金	37566780.0
22	300232.SZ	20201027	20200930	新余勤睿投资有限公司	37452442.0
23	300232.SZ	20201027	20200930	梁盛谊	25000000.0
24	300232.SZ	20201027	20200930	爱尔医疗投资集团有限公司	18353955.0
25	300232.SZ	20201027	20200930	刘长羽	17764617.0
26	300232.SZ	20201027	20200930	钱玉军	15117290.0
27	300232.SZ	20201027	20200930	香港中央结算有限公司(陆股通)	11857827.0
28	300232.SZ	20201027	20200930	山东省国际信托股份有限公司-鼎萨2期证券投资集合资金信托计划	11778945.0
29	300232.SZ	20201027	20200930	中信证券股份有限公司-社保基金17051组合	11491736.0
31	300232.SZ	20200828	20200630	全国社保基金四一八组合	8122426.0
32	300232.SZ	20200828	20200630	中投证券(香港)金融控股有限公司-客户资金	37566780.0
33	300232.SZ	20200828	20200630	新余勤睿投资有限公司	37452442.0
34	300232.SZ	20200828	20200630	钱玉军	17325107.0
35	300232.SZ	20200828	20200630	深圳市远致瑞信股权投资管理有限公司-深圳市远致瑞信混改股权投资基金合伙企业(有限合伙)	14640971.0
36	300232.SZ	20200828	20200630	曾广军	8424577.0
37	300232.SZ	20200828	20200630	中信证券股份有限公司-社保基金17051组合	11491736.0
38	300232.SZ	20200828	20200630	林洺锋	45793998.0
0	300236.SZ	20210428	20210331	SIN YANG INDUSTRIES & TRADING PTE LTD	55682800.0
1	300236.SZ	20210428	20210331	上海新晖资产管理有限公司	35033276.0
2	300236.SZ	20210428	20210331	上海新科投资有限公司	22788086.0
3	300236.SZ	20210428	20210331	中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金	4400558.0
4	300236.SZ	20210428	20210331	金叶飞	2412790.0
5	300236.SZ	20210428	20210331	江苏新潮科技集团有限公司	2000000.0
6	300236.SZ	20210428	20210331	中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金	1768623.0
7	300236.SZ	20210428	20210331	张朦	1749868.0
8	300236.SZ	20210428	20210331	倪月权	1740039.0
9	300236.SZ	20210428	20210331	戚来法	1480070.0
10	300236.SZ	20210428	20201231	SIN YANG INDUSTRIES & TRADING PTE LTD	55682800.0
11	300236.SZ	20210428	20201231	上海新晖资产管理有限公司	37933276.0
12	300236.SZ	20210428	20201231	上海新科投资有限公司	22788086.0
13	300236.SZ	20210428	20201231	中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金	4960508.0
14	300236.SZ	20210428	20201231	中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金	2284923.0
15	300236.SZ	20210428	20201231	江苏新潮科技集团有限公司	2000000.0
16	300236.SZ	20210428	20201231	中央汇金资产管理有限责任公司	1911900.0
17	300236.SZ	20210428	20201231	金叶飞	1823512.0
18	300236.SZ	20210428	20201231	张朦	1462968.0
19	300236.SZ	20210428	20201231	戚来法	1310070.0
20	300236.SZ	20201030	20200930	SIN YANG INDUSTRIES & TRADING PTE LTD	55682800.0
21	300236.SZ	20201030	20200930	上海新晖资产管理有限公司	37933276.0
22	300236.SZ	20201030	20200930	上海新科投资有限公司	22788086.0
23	300236.SZ	20201030	20200930	中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金	6308591.0
24	300236.SZ	20201030	20200930	江苏新潮科技集团有限公司	5453221.0
25	300236.SZ	20201030	20200930	中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金	3484823.0
26	300236.SZ	20201030	20200930	上海新阳半导体材料股份有限公司-第三期员工持股计划	2506200.0
27	300236.SZ	20201030	20200930	中央汇金资产管理有限责任公司	1911900.0
28	300236.SZ	20201030	20200930	香港中央结算有限公司(陆股通)	1799443.0
29	300236.SZ	20201030	20200930	金叶飞	1560553.0
30	300236.SZ	20200815	20200630	叶明	1608658.0
31	300236.SZ	20200815	20200630	金叶飞	136437.0
32	300236.SZ	20200815	20200630	SIN YANG INDUSTRIES & TRADING PTE LTD	55682800.0
33	300236.SZ	20200815	20200630	上海新晖资产管理有限公司	37933276.0
34	300236.SZ	20200815	20200630	上海新科投资有限公司	22788086.0
35	300236.SZ	20200815	20200630	江苏新潮科技集团有限公司	5453221.0
36	300236.SZ	20200815	20200630	中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金	4369291.0
37	300236.SZ	20200815	20200630	中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金	2915423.0
38	300236.SZ	20200815	20200630	上海新阳半导体材料股份有限公司-第三期员工持股计划	2506200.0
39	300236.SZ	20200815	20200630	中央汇金资产管理有限责任公司	1911900.0
40	300236.SZ	20200424	20200331	上海新晖资产管理有限公司	37933276.0
0	300241.SZ	20210427	20210331	龚伟斌	35144500.0
1	300241.SZ	20210427	20210331	孔庆飞	7751904.0
2	300241.SZ	20210427	20210331	刘丽萍	7055802.0
3	300241.SZ	20210427	20210331	王伟权	6383437.0
4	300241.SZ	20210427	20210331	黄晓霞	5725900.0
5	300241.SZ	20210427	20210331	董岩	4330100.0
6	300241.SZ	20210427	20210331	TCL科技集团股份有限公司	4078639.0
7	300241.SZ	20210427	20210331	沈恂骧	3200000.0
8	300241.SZ	20210427	20210331	丁元乔	3000000.0
9	300241.SZ	20210427	20210331	熊华	2777864.0
10	300241.SZ	20210427	20201231	龚伟斌	35144500.0
11	300241.SZ	20210427	20201231	刘丽萍	6710102.0
12	300241.SZ	20210427	20201231	中央汇金资产管理有限责任公司	6571595.0
13	300241.SZ	20210427	20201231	黄晓霞	5425900.0
14	300241.SZ	20210427	20201231	董岩	4330100.0
15	300241.SZ	20210427	20201231	TCL科技集团股份有限公司	4078639.0
16	300241.SZ	20210427	20201231	王伟权	3847537.0
17	300241.SZ	20210427	20201231	孔庆飞	3395200.0
18	300241.SZ	20210427	20201231	熊华	2610500.0
19	300241.SZ	20210427	20201231	中航基金-徐国新-中航基金丹寅1号单一资产管理计划	2276700.0
20	300241.SZ	20201030	20200930	中航基金-徐国新-中航基金丹寅1号单一资产管理计划	5190000.0
21	300241.SZ	20201030	20200930	龚伟斌	35144500.0
22	300241.SZ	20201030	20200930	陈海华	9105772.0
23	300241.SZ	20201030	20200930	中央汇金资产管理有限责任公司	6571595.0
24	300241.SZ	20201030	20200930	刘丽萍	6513302.0
25	300241.SZ	20201030	20200930	袁琴美	6186965.0
27	300241.SZ	20201030	20200930	黄晓霞	5121400.0
28	300241.SZ	20201030	20200930	董岩	4330100.0
29	300241.SZ	20201030	20200930	TCL科技集团股份有限公司	4078639.0
30	300241.SZ	20201030	20200930	王伟权	3777537.0
31	300241.SZ	20200828	20200630	福建省安芯投资管理有限责任公司-福建省安芯产业投资基金合伙企业(有限合伙)	26737180.0
32	300241.SZ	20200828	20200630	刘长羽	2761400.0
33	300241.SZ	20200828	20200630	龚伟斌	35144500.0
35	300241.SZ	20200828	20200630	王伟权	9020237.0
36	300241.SZ	20200828	20200630	前海方舟资产管理有限公司	7010163.0
37	300241.SZ	20200828	20200630	中央汇金资产管理有限责任公司	6571595.0
38	300241.SZ	20200828	20200630	黄晓霞	5119000.0
39	300241.SZ	20200828	20200630	TCL科技集团股份有限公司	4408639.0
40	300241.SZ	20200828	20200630	董岩	3750000.0
0	300269.SZ	20210430	20210331	马以亮	2082800.0
1	300269.SZ	20210430	20210331	凌山	2087200.0
2	300269.SZ	20210430	20210331	徐虎林	2530000.0
3	300269.SZ	20210430	20210331	应平	2828110.0
4	300269.SZ	20210430	20210331	曾丽萍	3758042.0
5	300269.SZ	20210430	20210331	朱贤洲	4595900.0
6	300269.SZ	20210430	20210331	申万菱信基金-工商银行-华融国际信托-盛世景定增基金权益投资集合资金信托计划	9000035.0
7	300269.SZ	20210430	20210331	张艳君	9520630.0
8	300269.SZ	20210430	20210331	黄绍云	10311700.0
9	300269.SZ	20210430	20210331	何吉伦	61080111.0
10	300269.SZ	20210430	20201231	曾丽萍	3841042.0
11	300269.SZ	20210430	20201231	应平	4091610.0
12	300269.SZ	20210430	20201231	朱贤洲	4595900.0
13	300269.SZ	20210430	20201231	熊瑾玉	7426194.0
14	300269.SZ	20210430	20201231	申万菱信基金-工商银行-华融国际信托-盛世景定增基金权益投资集合资金信托计划	9000035.0
15	300269.SZ	20210430	20201231	黄绍云	10611700.0
16	300269.SZ	20210430	20201231	张艳君	14637755.0
17	300269.SZ	20210430	20201231	刘虎军	21664280.0
18	300269.SZ	20210430	20201231	何吉伦	61080111.0
19	300269.SZ	20210430	20201231	凌山	3511100.0
20	300269.SZ	20201030	20200930	何吉伦	61080111.0
21	300269.SZ	20201030	20200930	刘虎军	21664280.0
22	300269.SZ	20201030	20200930	张艳君	14637755.0
23	300269.SZ	20201030	20200930	黄绍云	11213700.0
24	300269.SZ	20201030	20200930	申万菱信基金-工商银行-华融国际信托-盛世景定增基金权益投资集合资金信托计划	9300035.0
25	300269.SZ	20201030	20200930	熊瑾玉	7426194.0
26	300269.SZ	20201030	20200930	朱贤洲	5160830.0
27	300269.SZ	20201030	20200930	应平	4298310.0
28	300269.SZ	20201030	20200930	凌山	3776900.0
29	300269.SZ	20201030	20200930	曾丽萍	3666384.0
30	300269.SZ	20200828	20200630	何吉伦	61080111.0
31	300269.SZ	20200828	20200630	刘虎军	27362780.0
32	300269.SZ	20200828	20200630	张艳君	14637755.0
33	300269.SZ	20200828	20200630	黄绍云	13277300.0
34	300269.SZ	20200828	20200630	申万菱信基金-工商银行-华融国际信托-盛世景定增基金权益投资集合资金信托计划	9300035.0
35	300269.SZ	20200828	20200630	程华九	8771129.0
36	300269.SZ	20200828	20200630	熊瑾玉	7426194.0
37	300269.SZ	20200828	20200630	杨再飞	5266957.0
38	300269.SZ	20200828	20200630	朱贤洲	5210830.0
39	300269.SZ	20200828	20200630	董燕华	4378000.0
40	300269.SZ	20200430	20200331	何吉伦	61080111.0
0	300296.SZ	20210424	20210331	李军	176001500.0
1	300296.SZ	20210424	20210331	香港中央结算有限公司(陆股通)	57881426.0
2	300296.SZ	20210424	20210331	上海宁泉资产管理有限公司-宁泉致远39号私募证券投资基金	55587350.0
3	300296.SZ	20210424	20210331	谭连起	51485400.0
4	300296.SZ	20210424	20210331	周利鹤	47804099.0
5	300296.SZ	20210424	20210331	国寿安保基金-交通银行-民生信托-中国民生信托·至信437号利亚德定向增发集合资金信托计划	45031532.0
6	300296.SZ	20210424	20210331	首誉光控资管-利亚德光电股份有限公司-首誉光控利亚德员工持股单一资产管理计划	40425421.0
7	300296.SZ	20210424	20210331	朱晓励	34272153.0
8	300296.SZ	20210424	20210331	利亚德光电股份有限公司回购专用证券账户	29952775.0
9	300296.SZ	20210424	20210331	建信基金-杭州银行-建信-华润信托-增利68号特定客户资产管理计划	29177130.0
10	300296.SZ	20210201	20210127	李军	176001500.0
11	300296.SZ	20210201	20210127	上海宁泉资产管理有限公司-宁泉致远39号私募证券投资基金	60607150.0
12	300296.SZ	20210201	20210127	谭连起	51485400.0
13	300296.SZ	20210201	20210127	香港中央结算有限公司(陆股通)	49270928.0
14	300296.SZ	20210201	20210127	周利鹤	47804099.0
15	300296.SZ	20210201	20210127	国寿安保基金-交通银行-民生信托-中国民生信托·至信437号利亚德定向增发集合资金信托计划	45031532.0
16	300296.SZ	20210201	20210127	首誉光控资管-利亚德光电股份有限公司-首誉光控利亚德员工持股单一资产管理计划	40425421.0
17	300296.SZ	20210201	20210127	朱晓励	36110053.0
18	300296.SZ	20210201	20210127	建信基金-杭州银行-建信-华润信托-增利68号特定客户资产管理计划	29177130.0
19	300296.SZ	20210201	20210127	利亚德光电股份有限公司回购专用证券账户	24451737.0
20	300296.SZ	20210331	20201231	李军	127739825.0
21	300296.SZ	20210331	20201231	上海宁泉资产管理有限公司-宁泉致远39号私募证券投资基金	60827150.0
22	300296.SZ	20210331	20201231	谭连起	51485400.0
23	300296.SZ	20210331	20201231	香港中央结算有限公司(陆股通)	50217068.0
24	300296.SZ	20210331	20201231	周利鹤	47804099.0
25	300296.SZ	20210331	20201231	国寿安保基金-交通银行-民生信托-中国民生信托·至信437号利亚德定向增发集合资金信托计划	45031532.0
26	300296.SZ	20210331	20201231	首誉光控资管-利亚德光电股份有限公司-首誉光控利亚德员工持股单一资产管理计划	40425421.0
27	300296.SZ	20210331	20201231	朱晓励	36110053.0
28	300296.SZ	20210331	20201231	建信基金-杭州银行-建信-华润信托-增利68号特定客户资产管理计划	29177130.0
29	300296.SZ	20210331	20201231	利亚德光电股份有限公司回购专用证券账户	24452523.0
30	300296.SZ	20201029	20200930	首誉光控资管-利亚德光电股份有限公司-首誉光控利亚德员工持股单一资产管理计划	40425421.0
31	300296.SZ	20201029	20200930	李军	161188725.0
32	300296.SZ	20201029	20200930	谭连起	51485400.0
33	300296.SZ	20201029	20200930	香港中央结算有限公司(陆股通)	48146831.0
34	300296.SZ	20201029	20200930	周利鹤	47804099.0
35	300296.SZ	20201029	20200930	国寿安保基金-交通银行-民生信托-中国民生信托·至信437号利亚德定向增发集合资金信托计划	45031532.0
37	300296.SZ	20201029	20200930	朱晓励	36110053.0
38	300296.SZ	20201029	20200930	建信基金-杭州银行-建信-华润信托-增利68号特定客户资产管理计划	29177130.0
39	300296.SZ	20201029	20200930	利亚德光电股份有限公司回购专用证券账户	24465177.0
40	300296.SZ	20201029	20200930	袁波	20370000.0
0	300301.SZ	20210427	20210331	邓子权	34964200.0
1	300301.SZ	20210427	20210331	刘水军	15802100.0
2	300301.SZ	20210427	20210331	李映红	7818500.0
3	300301.SZ	20210427	20210331	周云贵	2700100.0
4	300301.SZ	20210427	20210331	徐思凡	2500000.0
5	300301.SZ	20210427	20210331	何晓舟	2215600.0
6	300301.SZ	20210427	20210331	南昌光谷集团有限公司	118290826.0
7	300301.SZ	20210427	20210331	南昌鑫旺资本企业(有限合伙)	59258158.0
8	300301.SZ	20210427	20210331	邓子长	55197518.0
9	300301.SZ	20210427	20210331	李迪初	41949552.0
10	300301.SZ	20210427	20201231	南昌光谷集团有限公司	118290826.0
11	300301.SZ	20210427	20201231	南昌鑫旺资本企业(有限合伙)	59258158.0
12	300301.SZ	20210427	20201231	邓子长	57042030.0
13	300301.SZ	20210427	20201231	李迪初	41949552.0
14	300301.SZ	20210427	20201231	邓子权	39334800.0
15	300301.SZ	20210427	20201231	聂卫	16057245.0
16	300301.SZ	20210427	20201231	李映红	7818500.0
17	300301.SZ	20210427	20201231	周云贵	2700100.0
18	300301.SZ	20210427	20201231	徐思凡	1650000.0
19	300301.SZ	20210427	20201231	吴英格	1577100.0
20	300301.SZ	20201030	20200930	南昌光谷集团有限公司	118290826.0
21	300301.SZ	20201030	20200930	邓子长	78761317.0
22	300301.SZ	20201030	20200930	南昌鑫旺资本企业(有限合伙)	59258158.0
23	300301.SZ	20201030	20200930	邓子权	46260000.0
24	300301.SZ	20201030	20200930	李映红	10433316.0
25	300301.SZ	20201030	20200930	安信基金-浦发银行-深圳市鼎萨恒顺投资有限公司	3950000.0
26	300301.SZ	20201030	20200930	DEUTSCHE BANK AKTIENGESELLSCHAFT	3115858.0
27	300301.SZ	20201030	20200930	法国兴业银行	2757900.0
28	300301.SZ	20201030	20200930	陆嘉豪	2482800.0
29	300301.SZ	20201030	20200930	陆有飞	1791500.0
30	300301.SZ	20200828	20200630	南昌鑫旺资本企业(有限合伙)	59258158.0
31	300301.SZ	20200828	20200630	江西省省属国有企业资产经营(控股)有限公司	20080000.0
32	300301.SZ	20200828	20200630	李映红	18265116.0
33	300301.SZ	20200828	20200630	李细初	8424515.0
34	300301.SZ	20200828	20200630	南昌光谷集团有限公司	118290826.0
38	300301.SZ	20200828	20200630	邓子长	16105717.0
39	300301.SZ	20200828	20200630	邓子权	12425721.0
0	300303.SZ	20210429	20210423	李晓丹	143251643.0
1	300303.SZ	20210429	20210423	深圳市一诺财达投资有限公司	62900000.0
2	300303.SZ	20210429	20210423	邢美正	35812911.0
3	300303.SZ	20210429	20210423	叶茂杨	15160079.0
4	300303.SZ	20210429	20210423	中国光大银行股份有限公司-国投瑞银创新动力混合型证券投资基金	11892346.0
5	300303.SZ	20210429	20210423	中国工商银行股份有限公司-国投瑞银远见成长混合型证券投资基金	7635800.0
6	300303.SZ	20210429	20210423	朱占军	7633500.0
7	300303.SZ	20210429	20210423	吕余金	6150000.0
8	300303.SZ	20210429	20210423	中国建设银行股份有限公司-国投瑞银新兴产业混合型证券投资基金(LOF)	5016578.0
9	300303.SZ	20210429	20210423	王建国	4910836.0
10	300303.SZ	20210424	20210331	李晓丹	143251643.0
11	300303.SZ	20210424	20210331	深圳市一诺财达投资有限公司	62900000.0
12	300303.SZ	20210424	20210331	邢美正	35812911.0
13	300303.SZ	20210424	20210331	叶茂杨	15160079.0
14	300303.SZ	20210424	20210331	中国光大银行股份有限公司-国投瑞银创新动力混合型证券投资基金	10861046.0
15	300303.SZ	20210424	20210331	朱占军	7633500.0
16	300303.SZ	20210424	20210331	中国工商银行股份有限公司-国投瑞银远见成长混合型证券投资基金	6870700.0
17	300303.SZ	20210424	20210331	吕余金	6000000.0
18	300303.SZ	20210424	20210331	王建国	4808936.0
19	300303.SZ	20210424	20210331	中国建设银行股份有限公司-国投瑞银新兴产业混合型证券投资基金(LOF)	4583720.0
20	300303.SZ	20210424	20201231	吕余金	4300000.0
21	300303.SZ	20210424	20201231	李萍	3900000.0
22	300303.SZ	20210424	20201231	薛文丽	3786500.0
23	300303.SZ	20210424	20201231	李晓丹	143251643.0
24	300303.SZ	20210424	20201231	深圳市一诺财达投资有限公司	62900000.0
25	300303.SZ	20210424	20201231	邢美正	35812911.0
26	300303.SZ	20210424	20201231	叶茂杨	24990881.0
27	300303.SZ	20210424	20201231	蒋仕波	11465320.0
28	300303.SZ	20210424	20201231	朱占军	7077500.0
29	300303.SZ	20210424	20201231	王建国	4814136.0
30	300303.SZ	20201028	20200930	李晓丹	143251643.0
31	300303.SZ	20201028	20200930	深圳市一诺财达投资有限公司	62900000.0
32	300303.SZ	20201028	20200930	邢美正	35812911.0
33	300303.SZ	20201028	20200930	叶茂杨	24590881.0
34	300303.SZ	20201028	20200930	王建国	13714192.0
35	300303.SZ	20201028	20200930	蒋仕波	9051000.0
36	300303.SZ	20201028	20200930	李俊锴	5130000.0
37	300303.SZ	20201028	20200930	朱占军	5100000.0
38	300303.SZ	20201028	20200930	李萍	3800000.0
39	300303.SZ	20201028	20200930	薛文丽	3786500.0
0	300317.SZ	20210429	20210331	振发能源集团有限公司	209169846.0
1	300317.SZ	20210429	20210331	上海储阳光伏电力有限公司	69956096.0
2	300317.SZ	20210429	20210331	奇盛控股有限公司	52914712.0
3	300317.SZ	20210429	20210331	腾名有限公司	51108375.0
4	300317.SZ	20210429	20210331	阿拉山口市灏轩股权投资有限公司	50766721.0
5	300317.SZ	20210429	20210331	丁孔贤	18369092.0
6	300317.SZ	20210429	20210331	白亮	9686529.0
7	300317.SZ	20210429	20210331	中国银行股份有限公司-华泰柏瑞中证光伏产业交易型开放式指数证券投资基金	4244200.0
8	300317.SZ	20210429	20210331	湖北省国有资本运营有限公司	3295558.0
9	300317.SZ	20210429	20210331	邓歌伦	2684200.0
10	300317.SZ	20210428	20201231	振发能源集团有限公司	217222963.0
11	300317.SZ	20210428	20201231	上海储阳光伏电力有限公司	69956096.0
12	300317.SZ	20210428	20201231	阿拉山口市灏轩股权投资有限公司	56819421.0
13	300317.SZ	20210428	20201231	奇盛控股有限公司	52914712.0
14	300317.SZ	20210428	20201231	腾名有限公司	51108375.0
15	300317.SZ	20210428	20201231	丁孔贤	18369092.0
16	300317.SZ	20210428	20201231	白亮	9686529.0
17	300317.SZ	20210428	20201231	中国银行股份有限公司-华泰柏瑞中证光伏产业交易型开放式指数证券投资基金	3852700.0
18	300317.SZ	20210428	20201231	陈静	3000100.0
19	300317.SZ	20210428	20201231	胡锡云	2988500.0
20	300317.SZ	20201029	20200930	振发能源集团有限公司	225465413.0
21	300317.SZ	20201029	20200930	上海储阳光伏电力有限公司	69956096.0
22	300317.SZ	20201029	20200930	阿拉山口市灏轩股权投资有限公司	65012392.0
23	300317.SZ	20201029	20200930	奇盛控股有限公司	52914712.0
24	300317.SZ	20201029	20200930	腾名有限公司	51108375.0
25	300317.SZ	20201029	20200930	丁孔贤	18369092.0
26	300317.SZ	20201029	20200930	白亮	9686529.0
27	300317.SZ	20201029	20200930	邓歌伦	2684200.0
28	300317.SZ	20201029	20200930	谢漠良	2379206.0
29	300317.SZ	20201029	20200930	姜晓平	1841838.0
30	300317.SZ	20200828	20200630	振发能源集团有限公司	225465413.0
31	300317.SZ	20200828	20200630	阿拉山口市灏轩股权投资有限公司	73254192.0
32	300317.SZ	20200828	20200630	上海储阳光伏电力有限公司	69956096.0
33	300317.SZ	20200828	20200630	奇盛控股有限公司	52914712.0
34	300317.SZ	20200828	20200630	腾名有限公司	51108375.0
35	300317.SZ	20200828	20200630	丁孔贤	18369092.0
36	300317.SZ	20200828	20200630	白亮	9686529.0
37	300317.SZ	20200828	20200630	香港中央结算有限公司(陆股通)	2865559.0
38	300317.SZ	20200828	20200630	邓歌伦	2684200.0
39	300317.SZ	20200828	20200630	刘梦泊	2665600.0
40	300317.SZ	20200430	20200331	振发能源集团有限公司	225465413.0
0	300323.SZ	20210429	20210331	上海灿融实业有限公司	62011750.0
1	300323.SZ	20210429	20210331	上海虎铂新能股权投资基金合伙企业(有限合伙)	56053812.0
2	300323.SZ	20210429	20210331	浙江华迅投资有限公司	31608025.0
3	300323.SZ	20210429	20210331	杨绍刚	15009400.0
4	300323.SZ	20210429	20210331	李敏仙	11143600.0
5	300323.SZ	20210429	20210331	刘长羽	10696901.0
6	300323.SZ	20210429	20210331	陶建伟	10514238.0
7	300323.SZ	20210429	20210331	上海方圆达创投资合伙企业(有限合伙)-方圆-东方28号私募投资基金	7540000.0
8	300323.SZ	20210429	20210331	吴龙宇	6683207.0
9	300323.SZ	20210429	20210331	吴康	6370434.0
10	300323.SZ	20210413	20201231	JING TIAN CAPITAL I, LIMITED	113400000.0
11	300323.SZ	20210413	20201231	上海灿融实业有限公司	82297950.0
12	300323.SZ	20210413	20201231	上海虎铂新能股权投资基金合伙企业(有限合伙)	56053812.0
13	300323.SZ	20210413	20201231	浙江华迅投资有限公司	39208025.0
14	300323.SZ	20210413	20201231	Kai Le Capital Limited	36423639.0
15	300323.SZ	20210413	20201231	陶建伟	24131126.0
16	300323.SZ	20210413	20201231	李敏仙	11845900.0
17	300323.SZ	20210413	20201231	华臻有限公司	10604957.0
18	300323.SZ	20210413	20201231	吴龙宇	10546107.0
19	300323.SZ	20210413	20201231	JING TIAN CAPITAL II, LIMITED	9264375.0
20	300323.SZ	20201028	20200930	JING TIAN CAPITAL I, LIMITED	113400000.0
21	300323.SZ	20201028	20200930	上海灿融创业投资有限公司	82756250.0
22	300323.SZ	20201028	20200930	上海虎铂新能股权投资基金合伙企业(有限合伙)	56053812.0
23	300323.SZ	20201028	20200930	浙江华迅投资有限公司	41308025.0
24	300323.SZ	20201028	20200930	Kai Le Capital Limited	36423639.0
25	300323.SZ	20201028	20200930	陶建伟	27045826.0
26	300323.SZ	20201028	20200930	华臻有限公司	11204957.0
27	300323.SZ	20201028	20200930	吴龙宇	10546107.0
28	300323.SZ	20201028	20200930	李敏仙	9766009.0
29	300323.SZ	20201028	20200930	李威	9269000.0
30	300323.SZ	20200827	20200630	Kai Le Capital Limited	36423639.0
31	300323.SZ	20200827	20200630	陶建伟	26461600.0
32	300323.SZ	20200827	20200630	吴龙宇	14088107.0
33	300323.SZ	20200827	20200630	吴康	12588634.0
34	300323.SZ	20200827	20200630	华臻有限公司	12525757.0
35	300323.SZ	20200827	20200630	义乌天福华能投资管理有限公司	10499999.0
36	300323.SZ	20200827	20200630	JING TIAN CAPITAL I, LIMITED	113400000.0
37	300323.SZ	20200827	20200630	上海灿融创业投资有限公司	88556250.0
